word,c1,c2,source_subtlex,source_yuwei,source_xianhan,subtlex_wcount,qwen_c1_probability_distribution,qwen_c1_score,qwen_c2_probability_distribution,qwen_c2_score,lexical_structure
一瞥,一,瞥,0,1,1,,"{""1"":0.0288,""2"":0.1004,""3"":0.7417,""5"":0.1004,""6"":0.0288}",3.1291,"{""1"":0.0,""4"":0.0,""5"":0.0002,""6"":0.018,""7"":0.9818}",6.9815,偏正
一瞬,一,瞬,1,1,1,42,"{""1"":0.0266,""3"":0.0207,""5"":0.093,""6"":0.3245,""7"":0.5351}",6.2467,"{""1"":0.0,""4"":0.0,""5"":0.0,""6"":0.0009,""7"":0.999}",6.999,偏正
一秒,一,秒,1,0,0,346,"{""1"":0.0364,""2"":0.0172,""5"":0.06,""6"":0.4432,""7"":0.4432}",6.1326,"{""1"":0.0001,""4"":0.0,""5"":0.0,""6"":0.0002,""7"":0.9997}",6.9994,偏正
一空,一,空,0,0,1,,"{""1"":0.9872,""2"":0.0009,""3"":0.0019,""4"":0.0015,""7"":0.0085}",1.0604,"{""1"":0.0836,""2"":0.0651,""5"":0.0395,""6"":0.0187,""7"":0.7932}",6.0753,偏正
一端,一,端,1,0,1,3,"{""1"":0.0015,""3"":0.0007,""5"":0.024,""6"":0.1776,""7"":0.7961}",6.7622,"{""1"":0.0,""4"":0.0,""5"":0.0,""6"":0.0015,""7"":0.9985}",6.9984,偏正
一等,一,等,1,0,0,48,"{""1"":0.0012,""2"":0.0002,""5"":0.0019,""6"":0.0067,""7"":0.9901}",6.9818,"{""1"":0.0001,""2"":0.0,""5"":0.0009,""6"":0.0474,""7"":0.9517}",6.9504,偏正
一筹,一,筹,1,0,1,8,"{""1"":0.2154,""2"":0.7519,""3"":0.0292,""4"":0.0011,""7"":0.0024}",1.828,"{""2"":0.109,""3"":0.4885,""5"":0.2963,""6"":0.0661,""7"":0.0401}",3.8423,偏正
一类,一,类,1,0,0,1,"{""1"":0.0603,""2"":0.0603,""5"":0.2702,""6"":0.1639,""7"":0.4454}",5.6327,"{""1"":0.0,""4"":0.0,""5"":0.0002,""6"":0.0032,""7"":0.9966}",6.9963,偏正
一级,一,级,1,1,0,242,"{""1"":0.0032,""3"":0.0002,""5"":0.0019,""6"":0.0032,""7"":0.9916}",6.9733,"{""1"":0.0,""4"":0.0,""5"":0.0001,""6"":0.0019,""7"":0.998}",6.9978,偏正
一线,一,线,1,1,1,117,"{""2"":0.1118,""3"":0.304,""5"":0.5012,""6"":0.0678,""7"":0.0151}",4.1546,"{""1"":0.0003,""2"":0.0003,""5"":0.0067,""6"":0.2211,""7"":0.7717}",6.7623,偏正
一经,一,经,1,1,1,16,"{""1"":0.0162,""2"":0.886,""3"":0.0934,""4"":0.0008,""7"":0.0036}",2.0969,"{""1"":0.0057,""2"":0.658,""3"":0.3108,""5"":0.0057,""7"":0.0199}",2.4215,偏正
一统,一,统,0,0,1,,"{""2"":0.0113,""3"":0.0395,""5"":0.4808,""6"":0.2916,""7"":0.1769}",5.5325,"{""1"":0.0,""4"":0.0,""5"":0.0001,""6"":0.011,""7"":0.9889}",6.9887,偏正
一群,一,群,1,0,0,5,"{""1"":0.254,""2"":0.0567,""5"":0.0728,""6"":0.1978,""7"":0.4188}",4.8493,"{""1"":0.0004,""2"":0.0001,""5"":0.0015,""6"":0.0179,""7"":0.98}",6.976,偏正
一者,一,者,0,1,0,,"{""1"":0.365,""2"":0.0233,""3"":0.4686,""4"":0.0385,""7"":0.1046}",2.7034,"{""1"":0.0409,""2"":0.1112,""3"":0.8215,""4"":0.0193,""7"":0.0071}",2.8548,偏正
一致,一,致,1,1,1,1087,"{""1"":0.0009,""4"":0.0001,""5"":0.0002,""6"":0.0007,""7"":0.9981}",6.9931,"{""2"":0.0001,""4"":0.0001,""5"":0.0049,""6"":0.2675,""7"":0.7273}",6.7215,偏正
一般,一,般,1,1,1,2586,"{""1"":0.1806,""2"":0.4909,""3"":0.1095,""5"":0.1095,""7"":0.1095}",2.8051,"{""1"":0.0104,""2"":0.003,""5"":0.0171,""6"":0.0362,""7"":0.9334}",6.8526,偏正
一色,一,色,0,1,1,,"{""1"":0.0686,""3"":0.1452,""5"":0.2394,""6"":0.3074,""7"":0.2394}",5.2214,"{""1"":0.0005,""2"":0.0002,""5"":0.0024,""6"":0.0086,""7"":0.9883}",6.9823,偏正
一苹,一,苹,1,0,0,1,"{""1"":0.9988,""2"":0.0001,""3"":0.0001,""4"":0.0,""7"":0.0009}",1.0059,"{""1"":0.9821,""2"":0.0024,""3"":0.0011,""6"":0.0003,""7"":0.014}",1.0901,偏正
一行,一,行,1,1,1,30,"{""1"":0.0658,""2"":0.6247,""3"":0.2951,""4"":0.0054,""7"":0.0089}",2.2846,"{""1"":0.0003,""2"":0.0006,""5"":0.0163,""6"":0.0937,""7"":0.8891}",6.8688,偏正
一裔,一,裔,1,0,0,1,"{""1"":0.8342,""2"":0.145,""3"":0.0196,""4"":0.0006,""7"":0.0006}",1.1895,"{""1"":0.0051,""2"":0.9717,""3"":0.0229,""4"":0.0001,""7"":0.0002}",2.0191,偏正
一览,一,览,1,1,1,1,"{""2"":0.0827,""3"":0.1751,""5"":0.3707,""6"":0.2887,""7"":0.0827}",4.8558,"{""1"":0.0,""4"":0.0,""5"":0.0002,""6"":0.0141,""7"":0.9857}",6.9855,动宾
一角,一,角,1,1,0,76,"{""1"":0.1665,""3"":0.1665,""5"":0.101,""6"":0.2137,""7"":0.3524}",4.9198,"{""1"":0.0015,""2"":0.0002,""5"":0.0012,""6"":0.0086,""7"":0.9886}",6.9792,偏正
一贯,一,贯,1,1,1,163,"{""1"":0.0347,""2"":0.6964,""3"":0.1995,""5"":0.0347,""6"":0.0347}",2.4076,"{""2"":0.0003,""3"":0.0003,""5"":0.0236,""6"":0.3684,""7"":0.6074}",6.5815,偏正
一起,一,起,1,1,1,32889,"{""1"":0.0062,""2"":0.0011,""5"":0.0131,""6"":0.2635,""7"":0.7162}",6.6677,"{""1"":0.0043,""2"":0.0055,""5"":0.1104,""6"":0.4946,""7"":0.3852}",6.2315,偏正
一路,一,路,1,1,1,1001,"{""2"":0.0771,""3"":0.06,""5"":0.2096,""6"":0.4437,""7"":0.2096}",5.5115,"{""1"":0.0044,""2"":0.0035,""5"":0.0328,""6"":0.1144,""7"":0.845}",6.7762,偏正
一身,一,身,1,1,1,76,"{""2"":0.095,""3"":0.201,""5"":0.4256,""6"":0.1219,""7"":0.1566}",4.7481,"{""1"":0.0001,""2"":0.0001,""5"":0.0037,""6"":0.095,""7"":0.9012}",6.897,偏正
一边,一,边,1,1,1,2594,"{""2"":0.0249,""3"":0.0527,""5"":0.3895,""6"":0.3895,""7"":0.1433}",5.496,"{""2"":0.0023,""3"":0.0014,""5"":0.0472,""6"":0.7377,""7"":0.2114}",6.1505,偏正
一连,一,连,1,1,1,23,"{""1"":0.0271,""2"":0.8963,""3"":0.0736,""4"":0.001,""7"":0.002}",2.0584,"{""2"":0.1926,""3"":0.043,""5"":0.091,""6"":0.5235,""7"":0.15}",5.1598,偏正
一通,一,通,0,1,1,,"{""1"":0.0062,""2"":0.9167,""3"":0.0752,""4"":0.0005,""7"":0.0014}",2.077,"{""1"":0.0087,""2"":0.6125,""3"":0.3715,""4"":0.0019,""7"":0.0053}",2.3932,偏正
一道,一,道,1,1,1,64,"{""2"":0.3145,""3"":0.0901,""5"":0.0901,""6"":0.1908,""7"":0.3145}",4.696,"{""2"":0.2202,""3"":0.4661,""5"":0.1715,""6"":0.0383,""7"":0.104}",3.6536,偏正
一针,一,针,1,0,0,8,"{""1"":0.0753,""2"":0.7147,""3"":0.2048,""4"":0.0023,""7"":0.0029}",2.1486,"{""1"":0.0003,""2"":0.0001,""5"":0.0012,""6"":0.011,""7"":0.9875}",6.9848,偏正
一阵,一,阵,1,1,1,499,"{""1"":0.2249,""2"":0.4762,""3"":0.2888,""4"":0.0032,""7"":0.0068}",2.1043,"{""2"":0.2827,""3"":0.2201,""5"":0.2827,""6"":0.081,""7"":0.1335}",4.0597,偏正
一隅,一,隅,1,0,1,5,"{""1"":0.0063,""2"":0.0363,""3"":0.9366,""4"":0.0104,""5"":0.0104}",2.9823,"{""1"":0.0001,""4"":0.0001,""5"":0.0052,""6"":0.2215,""7"":0.7731}",6.7673,偏正
一霎,一,霎,1,1,1,1,"{""1"":0.0696,""2"":0.5145,""3"":0.4007,""4"":0.0057,""5"":0.0094}",2.3708,"{""1"":0.0002,""4"":0.0001,""5"":0.0022,""6"":0.1189,""7"":0.8786}",6.8752,偏正
一非,一,非,1,0,0,1,"{""1"":0.9678,""2"":0.0228,""3"":0.0065,""4"":0.0005,""7"":0.0024}",1.0518,"{""1"":0.9042,""2"":0.0213,""3"":0.0273,""5"":0.0022,""7"":0.045}",1.3549,偏正
一面,一,面,1,1,1,887,"{""2"":0.1005,""3"":0.5783,""5"":0.2128,""6"":0.0475,""7"":0.061}",3.7112,"{""1"":0.0647,""2"":0.2899,""3"":0.1369,""5"":0.0306,""7"":0.4779}",4.5536,偏正
一齐,一,齐,1,1,1,44,"{""1"":0.0502,""3"":0.0304,""5"":0.0828,""6"":0.225,""7"":0.6116}",6.1865,"{""1"":0.0,""4"":0.0,""5"":0.0001,""6"":0.0032,""7"":0.9967}",6.9964,偏正
丁丁,丁,丁,1,0,0,13,"{""1"":0.0525,""2"":0.6401,""3"":0.3024,""4"":0.0016,""7"":0.0034}",2.2698,"{""1"":0.0323,""2"":0.3064,""3"":0.6486,""5"":0.0034,""7"":0.0093}",2.6728,叠音
丁东,丁,东,0,0,1,,"{""1"":0.1737,""2"":0.7784,""3"":0.0439,""4"":0.0008,""7"":0.0032}",1.8877,"{""1"":0.0898,""2"":0.852,""3"":0.0545,""4"":0.0006,""7"":0.0031}",1.9812,连绵词
丁克,丁,克,1,1,0,6,"{""1"":0.7296,""2"":0.2684,""3"":0.0018,""4"":0.0001,""7"":0.0001}",1.2731,"{""1"":0.0944,""2"":0.8961,""3"":0.0088,""6"":0.0002,""7"":0.0005}",1.9176,音译外来词
丁冬,丁,冬,1,0,1,3,"{""1"":0.0836,""2"":0.7935,""3"":0.1074,""5"":0.0042,""7"":0.0113}",2.0928,"{""1"":0.1055,""2"":0.7795,""3"":0.1055,""5"":0.0028,""7"":0.0067}",2.0422,连绵词
丁加,丁,加,1,0,0,5,"{""1"":0.9745,""2"":0.0229,""3"":0.0019,""4"":0.0002,""7"":0.0005}",1.0305,"{""1"":0.1772,""2"":0.794,""3"":0.024,""4"":0.0007,""7"":0.0042}",1.8691,音译外来词
丁卡,丁,卡,1,0,0,1,"{""1"":0.6199,""2"":0.376,""3"":0.0033,""4"":0.0002,""7"":0.0007}",1.3873,"{""1"":0.9726,""2"":0.0229,""3"":0.0019,""4"":0.0002,""7"":0.0024}",1.0417,音译外来词
丁坝,丁,坝,0,0,1,,"{""1"":0.0075,""2"":0.672,""3"":0.3174,""4"":0.0017,""7"":0.0015}",2.3206,"{""2"":0.3663,""3"":0.4703,""5"":0.1347,""6"":0.0234,""7"":0.0052}",2.9944,偏正
丁子,丁,子,1,0,0,3,"{""1"":0.0556,""2"":0.411,""3"":0.5278,""4"":0.0028,""7"":0.0028}",2.4915,"{""1"":0.0082,""2"":0.9434,""3"":0.047,""4"":0.0003,""7"":0.0011}",2.045,后缀
丁宁,丁,宁,0,0,1,,"{""1"":0.0173,""2"":0.9424,""3"":0.0365,""4"":0.0014,""7"":0.0023}",2.0338,"{""2"":0.4701,""3"":0.4701,""5"":0.0234,""6"":0.0182,""7"":0.0182}",2.7043,连绵词
丁尼,丁,尼,1,0,0,2,"{""1"":0.9375,""2"":0.0599,""3"":0.0018,""4"":0.0002,""7"":0.0005}",1.0672,"{""1"":0.8358,""2"":0.1452,""3"":0.0153,""4"":0.0003,""7"":0.0034}",1.1972,连绵词
丁峰,丁,峰,1,0,0,8,"{""1"":0.3708,""2"":0.6114,""3"":0.0144,""4"":0.0009,""7"":0.0025}",1.6579,"{""1"":0.0454,""2"":0.553,""3"":0.2034,""5"":0.0748,""7"":0.1234}",2.9995,偏正
丁当,丁,当,1,0,1,6,"{""1"":0.2647,""2"":0.5603,""3"":0.1605,""5"":0.0043,""7"":0.0103}",1.96,"{""1"":0.8425,""2"":0.0888,""3"":0.0254,""6"":0.0013,""7"":0.0419}",1.3977,连绵词
丁忧,丁,忧,0,0,1,,"{""1"":0.0688,""2"":0.8382,""3"":0.0883,""4"":0.0013,""7"":0.0034}",2.0392,"{""1"":0.01,""2"":0.0061,""5"":0.0213,""6"":0.2589,""7"":0.7037}",6.6079,动宾
丁提,丁,提,1,0,0,1,"{""1"":0.9346,""2"":0.0597,""3"":0.0049,""4"":0.0002,""7"":0.0005}",1.0734,"{""1"":0.9744,""2"":0.0229,""3"":0.0019,""4"":0.0002,""7"":0.0007}",1.0313,连绵词
丁曼,丁,曼,1,0,0,1,"{""1"":0.9908,""2"":0.0086,""3"":0.0004,""4"":0.0,""7"":0.0002}",1.0108,"{""1"":0.0178,""2"":0.9707,""3"":0.0108,""4"":0.0001,""7"":0.0007}",1.9966,音译外来词
丁满,丁,满,1,0,0,7,"{""1"":0.9688,""2"":0.0293,""3"":0.0011,""4"":0.0001,""7"":0.0007}",1.036,"{""1"":0.727,""2"":0.2675,""3"":0.0038,""4"":0.0003,""7"":0.0014}",1.2844,连绵词
丁烷,丁,烷,1,0,0,9,"{""1"":0.5825,""2"":0.3533,""3"":0.0478,""4"":0.0027,""7"":0.0137}",1.5392,"{""1"":0.0498,""2"":0.0821,""5"":0.0388,""6"":0.0498,""7"":0.7794}",6.1629,偏正
丁税,丁,税,0,0,1,,"{""1"":0.0202,""2"":0.0122,""5"":0.0427,""6"":0.405,""7"":0.52}",6.3276,"{""2"":0.0274,""3"":0.0129,""5"":0.0956,""6"":0.7064,""7"":0.1576}",5.9136,偏正
丁艰,丁,艰,0,0,1,,"{""1"":0.8143,""2"":0.1817,""3"":0.0033,""4"":0.0002,""7"":0.0005}",1.1917,"{""1"":0.0348,""2"":0.6991,""3"":0.2572,""4"":0.0012,""7"":0.0078}",2.2636,联合
丁花,丁,花,1,0,0,1,"{""1"":0.2107,""2"":0.5728,""3"":0.2107,""4"":0.0018,""7"":0.0039}",2.0229,"{""1"":0.1649,""2"":0.3491,""3"":0.3491,""5"":0.0368,""7"":0.1}",2.7947,偏正
丁部,丁,部,0,0,1,,"{""1"":0.7821,""2"":0.1745,""3"":0.0389,""4"":0.0025,""7"":0.0019}",1.2715,"{""1"":0.0466,""2"":0.5676,""3"":0.3442,""5"":0.0133,""7"":0.0283}",2.479,偏正
丁零,丁,零,0,1,1,,"{""1"":0.9219,""2"":0.0589,""3"":0.0169,""4"":0.0005,""7"":0.0018}",1.1049,"{""1"":0.4103,""2"":0.5268,""3"":0.0555,""4"":0.0007,""7"":0.0066}",1.6798,连绵词
丁香,丁,香,1,1,1,32,"{""1"":0.0486,""2"":0.0486,""5"":0.0624,""6"":0.0801,""7"":0.7603}",6.2604,"{""2"":0.0048,""3"":0.0048,""5"":0.1582,""6"":0.1232,""7"":0.709}",6.5174,连绵词
七一,七,一,1,1,1,2,"{""1"":0.9877,""2"":0.0085,""3"":0.0024,""4"":0.0002,""7"":0.0012}",1.0209,"{""1"":0.997,""2"":0.0009,""3"":0.0007,""4"":0.0004,""7"":0.0009}",1.0091,联合
七七,七,七,1,0,1,2,"{""1"":0.9879,""2"":0.0004,""3"":0.0004,""4"":0.0003,""7"":0.011}",1.0679,"{""1"":0.9954,""2"":0.0007,""3"":0.0006,""4"":0.0002,""7"":0.0032}",1.0213,重叠
七万,七,万,1,0,0,14,"{""1"":0.9834,""2"":0.0085,""3"":0.0012,""6"":0.0003,""7"":0.0066}",1.0522,"{""1"":0.9742,""2"":0.0178,""3"":0.0024,""4"":0.0004,""7"":0.0051}",1.0546,偏正
七三,七,三,1,0,0,2,"{""1"":0.9926,""2"":0.0052,""3"":0.0015,""4"":0.0002,""7"":0.0005}",1.012,"{""1"":0.995,""2"":0.0003,""3"":0.0032,""4"":0.0003,""7"":0.0012}",1.0147,联合
七世,七,世,1,0,0,2,"{""1"":0.8958,""2"":0.0944,""3"":0.0078,""4"":0.0003,""7"":0.0017}",1.1212,"{""1"":0.0371,""2"":0.4522,""3"":0.3522,""5"":0.0289,""7"":0.1296}",3.0496,偏正
七二,七,二,1,0,0,1,"{""1"":0.9959,""2"":0.0032,""3"":0.0004,""4"":0.0001,""7"":0.0004}",1.0069,"{""1"":0.9836,""2"":0.014,""3"":0.0005,""4"":0.0003,""7"":0.0015}",1.025,联合
七五,七,五,1,0,0,2,"{""1"":0.9957,""2"":0.0025,""3"":0.0007,""4"":0.0002,""7"":0.0009}",1.0099,"{""1"":0.9907,""2"":0.004,""3"":0.0032,""4"":0.0009,""7"":0.0012}",1.02,联合
七亿,七,亿,1,0,0,2,"{""1"":0.975,""2"":0.0011,""3"":0.0007,""4"":0.0002,""7"":0.0229}",1.1407,"{""1"":0.0006,""2"":0.0,""5"":0.0001,""6"":0.0006,""7"":0.9988}",6.9957,偏正
七八,七,八,1,0,0,20,"{""1"":0.9823,""2"":0.014,""3"":0.0024,""4"":0.0003,""7"":0.0009}",1.0252,"{""1"":0.9186,""2"":0.0754,""3"":0.0038,""4"":0.0008,""7"":0.0014}",1.0937,联合
七分,七,分,1,0,0,25,"{""1"":0.0041,""3"":0.0002,""4"":0.0002,""5"":0.0002,""7"":0.9954}",6.974,"{""1"":0.0007,""2"":0.0009,""5"":0.0009,""6"":0.0015,""7"":0.996}",6.9879,偏正
七十,七,十,1,0,0,61,"{""1"":0.0292,""2"":0.0005,""5"":0.0003,""6"":0.0015,""7"":0.9684}",6.8198,"{""1"":0.0373,""2"":0.0002,""4"":0.0002,""6"":0.0004,""7"":0.9619}",6.7744,偏正
七千,七,千,1,0,0,23,"{""1"":0.9761,""2"":0.0005,""3"":0.0003,""4"":0.0002,""7"":0.023}",1.1392,"{""1"":0.926,""2"":0.0461,""3"":0.0043,""4"":0.0018,""7"":0.0218}",1.1907,偏正
七友,七,友,1,0,0,3,"{""1"":0.8488,""2"":0.1475,""3"":0.0021,""4"":0.0003,""7"":0.0013}",1.1602,"{""1"":0.0509,""2"":0.293,""3"":0.1078,""5"":0.0654,""7"":0.483}",4.668,偏正
七古,七,古,0,0,1,,"{""1"":0.3116,""2"":0.6597,""3"":0.0256,""4"":0.0005,""7"":0.0027}",1.7284,"{""2"":0.5219,""3"":0.4065,""5"":0.0334,""6"":0.0123,""7"":0.026}",2.6856,偏正
七喜,七,喜,1,0,0,1,"{""1"":0.9015,""2"":0.095,""3"":0.0022,""4"":0.0002,""7"":0.0011}",1.1064,"{""1"":0.029,""2"":0.9593,""3"":0.0107,""4"":0.0003,""7"":0.0009}",1.9866,音译外来词
七四,七,四,1,0,0,1,"{""1"":0.9982,""2"":0.0007,""3"":0.0003,""4"":0.0004,""7"":0.0003}",1.0047,"{""1"":0.9949,""2"":0.0012,""3"":0.0002,""4"":0.0032,""7"":0.0006}",1.0144,联合
七夕,七,夕,0,1,1,,"{""1"":0.4629,""2"":0.4629,""3"":0.0553,""4"":0.0031,""7"":0.0158}",1.6778,"{""2"":0.0098,""3"":0.0441,""5"":0.8857,""6"":0.0441,""7"":0.0162}",4.9588,偏正
七大,七,大,1,0,0,4,"{""1"":0.0067,""2"":0.0004,""5"":0.0015,""6"":0.0025,""7"":0.989}",6.9525,"{""1"":0.7209,""2"":0.008,""3"":0.0049,""4"":0.0011,""7"":0.2652}",2.6121,偏正
七子,七,子,1,0,0,1,"{""1"":0.8071,""2"":0.0402,""3"":0.1092,""4"":0.0033,""7"":0.0402}",1.5096,"{""1"":0.0121,""2"":0.4001,""3"":0.5137,""5"":0.0199,""7"":0.0541}",2.8322,偏正
七彩,七,彩,1,1,1,4,"{""1"":0.008,""2"":0.0062,""5"":0.0132,""6"":0.0461,""7"":0.9264}",6.8481,"{""1"":0.0,""4"":0.0,""5"":0.0,""6"":0.0004,""7"":0.9996}",6.9995,偏正
七律,七,律,0,1,1,,"{""1"":0.0338,""2"":0.8728,""3"":0.0812,""5"":0.0036,""7"":0.0086}",2.1008,"{""2"":0.0026,""3"":0.0012,""5"":0.0867,""6"":0.8227,""7"":0.0867}",5.9858,偏正
七情,七,情,0,0,1,,"{""1"":0.0337,""2"":0.2488,""3"":0.6763,""4"":0.0075,""7"":0.0337}",2.826,"{""1"":0.0004,""3"":0.0003,""5"":0.0132,""6"":0.0592,""7"":0.9268}",6.9107,偏正
七日,七,日,1,0,0,11,"{""1"":0.0109,""4"":0.0003,""5"":0.0012,""6"":0.0031,""7"":0.9844}",6.928,"{""1"":0.0001,""4"":0.0001,""5"":0.0001,""6"":0.0007,""7"":0.999}",6.998,偏正
七旬,七,旬,1,0,0,2,"{""1"":0.0212,""3"":0.0061,""5"":0.0272,""6"":0.0448,""7"":0.9007}",6.7494,"{""1"":0.0,""4"":0.0,""5"":0.0004,""6"":0.0141,""7"":0.9855}",6.9848,偏正
七时,七,时,1,0,0,3,"{""1"":0.9812,""2"":0.0024,""3"":0.004,""4"":0.0015,""7"":0.0109}",1.0803,"{""1"":0.0001,""4"":0.0,""5"":0.0001,""6"":0.0006,""7"":0.9992}",6.9985,偏正
七星,七,星,1,0,0,1,"{""1"":0.0002,""2"":0.0,""5"":0.0002,""6"":0.0019,""7"":0.9977}",6.9964,"{""1"":0.0004,""2"":0.0002,""5"":0.0064,""6"":0.0371,""7"":0.9558}",6.9463,偏正
七月,七,月,1,1,0,73,"{""1"":0.0067,""2"":0.0002,""5"":0.0004,""6"":0.0025,""7"":0.9903}",6.9559,"{""1"":0.0032,""2"":0.0004,""5"":0.0012,""6"":0.0032,""7"":0.9921}",6.9734,偏正
七点,七,点,1,0,0,211,"{""1"":0.981,""2"":0.0004,""3"":0.0003,""4"":0.0003,""7"":0.018}",1.1099,"{""1"":0.0019,""4"":0.0001,""5"":0.0002,""6"":0.0007,""7"":0.9971}",6.9871,偏正
七百,七,百,1,0,0,18,"{""1"":0.4985,""2"":0.0012,""3"":0.0007,""6"":0.001,""7"":0.4985}",3.9987,"{""1"":0.5786,""2"":0.1005,""3"":0.037,""5"":0.0106,""7"":0.2733}",2.8567,偏正
七福,七,福,1,0,0,1,"{""1"":0.4163,""2"":0.5346,""3"":0.0439,""4"":0.0006,""7"":0.0046}",1.6519,"{""1"":0.0202,""2"":0.0334,""5"":0.0429,""6"":0.0429,""7"":0.8607}",6.5831,偏正
七秒,七,秒,1,0,0,12,"{""1"":0.9863,""2"":0.0031,""3"":0.0015,""4"":0.0005,""7"":0.0085}",1.0589,"{""1"":0.0019,""2"":0.0009,""5"":0.0007,""6"":0.0041,""7"":0.9924}",6.9785,偏正
七窍,七,窍,1,1,1,6,"{""1"":0.0953,""2"":0.5481,""3"":0.3325,""4"":0.0029,""7"":0.0213}",2.3492,"{""1"":0.0,""2"":0.0,""5"":0.0009,""6"":0.0293,""7"":0.9697}",6.9685,偏正
七绝,七,绝,0,1,1,,"{""1"":0.0227,""2"":0.7509,""3"":0.2151,""5"":0.0039,""7"":0.0074}",2.2411,"{""2"":0.0176,""3"":0.0083,""5"":0.3534,""6"":0.4538,""7"":0.1669}",5.7182,偏正
七零,七,零,1,0,0,1,"{""1"":0.5483,""2"":0.427,""3"":0.0213,""4"":0.0005,""7"":0.0029}",1.4883,"{""1"":0.0981,""2"":0.4397,""3"":0.4397,""5"":0.0055,""7"":0.017}",2.4434,偏正
万一,万,一,1,1,1,965,"{""1"":0.0246,""2"":0.1816,""3"":0.0668,""5"":0.4937,""6"":0.2332}",4.4564,"{""1"":0.1504,""2"":0.6742,""3"":0.1504,""5"":0.0045,""7"":0.0204}",2.1154,偏正
万万,万,万,1,1,1,25,"{""1"":0.0067,""2"":0.0005,""5"":0.0005,""6"":0.0025,""7"":0.9898}",6.9537,"{""1"":0.0032,""2"":0.0005,""5"":0.0007,""6"":0.0019,""7"":0.9937}",6.9749,重叠
万丈,万,丈,0,1,1,,"{""1"":0.0004,""2"":0.0002,""5"":0.0019,""6"":0.0372,""7"":0.9603}",6.9558,"{""1"":0.0004,""2"":0.0003,""5"":0.0019,""6"":0.0292,""7"":0.9682}",6.9629,偏正
万世,万,世,1,1,1,1,"{""1"":0.0002,""2"":0.0001,""5"":0.003,""6"":0.0599,""7"":0.9368}",6.9323,"{""1"":0.0002,""2"":0.0002,""5"":0.0007,""6"":0.018,""7"":0.981}",6.9787,偏正
万事,万,事,1,0,1,177,"{""1"":0.0003,""2"":0.0002,""5"":0.0033,""6"":0.1817,""7"":0.8145}",6.8089,"{""1"":0.0009,""2"":0.0007,""5"":0.0372,""6"":0.2141,""7"":0.7472}",6.7029,偏正
万亿,万,亿,1,0,0,18,"{""1"":0.0003,""2"":0.0001,""5"":0.0004,""6"":0.0052,""7"":0.9939}",6.9914,"{""1"":0.0001,""2"":0.0,""5"":0.0001,""6"":0.0009,""7"":0.9989}",6.9981,联合
万代,万,代,1,1,1,1,"{""1"":0.0199,""2"":0.0421,""5"":0.1144,""6"":0.311,""7"":0.5127}",6.1306,"{""2"":0.2372,""3"":0.025,""5"":0.025,""6"":0.068,""7"":0.6448}",5.5959,偏正
万众,万,众,1,1,1,41,"{""1"":0.0,""4"":0.0,""5"":0.0002,""6"":0.018,""7"":0.9818}",6.9814,"{""1"":0.0,""4"":0.0,""5"":0.0001,""6"":0.0032,""7"":0.9968}",6.9967,偏正
万佑,万,佑,1,0,0,1,"{""1"":0.2204,""2"":0.7693,""3"":0.0085,""4"":0.0003,""7"":0.0015}",1.7961,"{""1"":0.0109,""2"":0.9774,""3"":0.0109,""6"":0.0003,""7"":0.0005}",2.004,偏正
万全,万,全,0,1,1,,"{""1"":0.0002,""2"":0.0003,""5"":0.0062,""6"":0.4349,""7"":0.5584}",6.55,"{""1"":0.0,""4"":0.0,""5"":0.0001,""6"":0.0086,""7"":0.9914}",6.9913,偏正
万冰,万,冰,1,0,0,1,"{""1"":0.9961,""2"":0.0032,""3"":0.0004,""4"":0.0001,""7"":0.0003}",1.0058,"{""1"":0.8187,""2"":0.1423,""3"":0.0117,""5"":0.0026,""7"":0.0247}",1.3244,偏正
万分,万,分,1,1,1,245,"{""1"":0.0025,""2"":0.0052,""5"":0.0183,""6"":0.6063,""7"":0.3677}",6.316,"{""1"":0.0003,""2"":0.0001,""5"":0.0007,""6"":0.0067,""7"":0.9923}",6.9899,偏正
万十,万,十,1,0,0,3,"{""1"":0.9307,""2"":0.0595,""3"":0.0081,""4"":0.0003,""7"":0.0014}",1.0849,"{""1"":0.1776,""2"":0.0146,""5"":0.0033,""6"":0.0088,""7"":0.7958}",5.8464,偏正
万千,万,千,1,1,1,19,"{""1"":0.0,""4"":0.0,""5"":0.0003,""6"":0.0474,""7"":0.9522}",6.9518,"{""1"":0.0008,""2"":0.0005,""5"":0.0061,""6"":0.0946,""7"":0.898}",6.8859,联合
万历,万,历,0,0,1,,"{""1"":0.0203,""2"":0.977,""3"":0.0024,""4"":0.0001,""7"":0.0002}",1.9833,"{""1"":0.0253,""2"":0.9508,""3"":0.0224,""4"":0.0003,""7"":0.0013}",2.0039,偏正
万县,万,县,1,0,0,2,"{""1"":0.3624,""2"":0.5975,""3"":0.0382,""4"":0.0007,""7"":0.0012}",1.6829,"{""1"":0.2277,""2"":0.0187,""3"":0.0838,""5"":0.0508,""7"":0.619}",5.1035,偏正
万古,万,古,1,1,1,4,"{""1"":0.0006,""2"":0.0005,""5"":0.0059,""6"":0.1184,""7"":0.8746}",6.8637,"{""1"":0.0,""2"":0.0,""5"":0.0003,""6"":0.018,""7"":0.9817}",6.9813,偏正
